mmsi,bandera,año_construccion,capacidad_dwt,longitud_m,calado_m
100468,Malta,2022,113275,199.05077904206027,7.130084096655845
100469,Malta,1994,35303,267.1502899532184,13.077559794150543
100470,Panamá,2020,27751,212.08757372340665,16.267072172434954
100471,Singapur,2008,21574,152.24449562857131,7.682886750116903
100472,Panamá,2011,71059,329.48804681131327,6.664512210110707
100473,Panamá,2015,146435,132.39114688526791,13.20705965278945
100474,Panamá,1996,114588,269.6554631115493,6.2599398852918045
100475,Liberia,2019,89003,147.8397753667632,16.290752815011608
100476,Liberia,2014,60599,340.1527996733829,16.518951393608187
100477,Liberia,2007,72710,241.60841371245454,14.981637699569108
100478,Panamá,1991,13403,308.2997684084599,10.011538726103096
100479,Liberia,2023,140287,178.09396136052516,10.250736359381634
100480,Panamá,2013,73722,124.86121391399129,7.7641786888309
100481,Grecia,2018,65532,205.37568019411128,13.399138700176662
100482,Liberia,1999,54335,227.9911151492521,5.981924722482404
100483,Singapur,2020,78904,327.12642946911313,14.822971735739596
100484,Grecia,1996,60566,181.27907681810106,7.570032878406362
100485,Malta,2023,86422,374.87000296104503,16.850612706330608
100486,Singapur,2018,40298,376.4981755846273,14.626966283226633
100487,Singapur,2018,83155,201.8490523165975,10.453504625741008
100488,Liberia,2012,124220,169.19451586453803,8.882438286324819
100489,Liberia,2000,55263,329.45153472473345,8.203970810307721
100490,Panamá,2011,54826,242.92246007478056,13.978376448766372
100491,Malta,1991,120369,248.58727839138248,16.633556154927447
100492,Singapur,1993,41592,337.11786062770926,17.283850958473572
100493,Liberia,2022,73801,228.87890497033328,17.57439225067114
100494,Singapur,2003,71822,249.8633145199375,17.21438798459363
100495,Singapur,2002,62051,332.4165968695791,14.258992297320358
100496,Panamá,2000,130708,168.96177223228906,7.5295278093760825
100497,Grecia,1990,85591,376.75052449014163,9.350938169219347
100498,Panamá,2010,18901,285.3041624892108,9.998335368789215
100499,Singapur,2022,108025,297.33566637915015,13.565428809275556
100500,Grecia,2008,70165,387.5815246400525,10.771069024884245
100501,Grecia,1991,48264,120.98768504046245,9.511818333560798
100502,Malta,2010,106031,169.8070176817291,9.645978743071543
100503,Liberia,2005,46549,290.5528505928156,12.242109044242634
100504,Grecia,1996,128838,138.32022895333535,14.73919800356487
100505,Grecia,1993,50980,219.58557652191064,8.488047174475387
100506,Liberia,2004,5946,282.15417167439676,12.114695886280774
100507,Malta,2017,62276,144.75535435798415,7.210101667223809
100508,Grecia,2020,90767,210.66227039640478,17.982564852555655
100509,Malta,2009,81604,260.57840355815114,11.886648437071852
100510,Malta,2016,113674,323.03451759047044,7.935289290411755
100511,Grecia,2009,72107,113.86130642205084,13.243152754026497
100512,Liberia,2000,71298,151.65263484067012,8.567749397093179
100513,Malta,2015,98925,207.32765910919804,13.730156540058159
100514,Liberia,1990,57420,118.82924789489323,7.98689547882933
100515,Singapur,2017,33942,252.77584989589516,6.705055911015287
100516,Grecia,2009,8358,350.79992082859883,8.268376472727141
100517,Panamá,1990,146475,275.0475216068798,12.365567281253812
100518,Grecia,2020,75648,377.9680946776188,10.931418398514689
100519,Liberia,1992,19994,261.1425170877612,14.761323783722805
100520,Grecia,2006,32125,260.89556298834583,8.297044981899088
100521,Singapur,2000,48905,346.5919501585991,13.558031665745778
100522,Malta,2002,13289,388.15947690703103,9.860937967688058
100523,Panamá,1994,84215,368.69019245931975,11.115085593825803
100524,Liberia,2007,55738,149.36042288763977,16.925374881578634
100525,Liberia,2007,18730,398.5348068110081,15.324083525136905
100526,Panamá,2017,113579,206.15729006546346,8.247813543768395
100527,Grecia,2001,20364,200.06438657551382,14.157438581552698
100528,Panamá,2015,35041,315.72183539606164,6.587311433284686
100529,Liberia,2017,125212,245.98039184985302,17.969661202608386
100530,Grecia,2018,66144,126.60027461330037,16.56082077267808
100531,Liberia,2020,62291,350.3438423914391,16.016526781581987
100532,Liberia,2023,131982,359.3555929821205,13.319756372435746
100533,Singapur,1993,149157,353.4624329837608,7.590310832666891
100534,Malta,1995,78427,264.44223832404583,11.460615097899991
100535,Malta,2017,63472,188.5546028885,10.948395718628952
100536,Panamá,2011,17017,356.4550518152022,10.378712972532458
100537,Grecia,2006,80983,369.36494058033986,13.485982374866243
100538,Liberia,2020,68568,375.5121955069966,14.601707153731175
100539,Malta,2020,76244,302.7138146762567,8.528480871555084
100540,Panamá,2022,108523,260.6244152797666,13.6074903320933
100541,Grecia,2019,79579,100.86003784910285,9.737882986669277
100542,Grecia,2009,35612,137.27059772090587,5.224787516891536
100543,Grecia,2013,49453,245.94122177035436,7.051454409877524
100544,Panamá,2015,63964,317.1888059102938,13.436457280077763
100545,Liberia,2013,43932,114.91253358669434,15.572356764862652
100546,Panamá,2019,123907,261.970384285797,5.805619092713651
100547,Panamá,2016,53965,237.17903970641052,7.036431077079481
100548,Singapur,1995,109092,143.0683431528939,10.98141073910896
100549,Singapur,2000,29002,225.23406677354578,6.3935384746088255
100550,Grecia,2004,68743,206.784064501472,13.451192146667177
100551,Singapur,2002,28163,345.29341037399234,5.439625033066378
100552,Liberia,2023,74258,158.78712596361189,6.392860408433119
100553,Liberia,2006,144020,395.4274450591884,14.480931580677531
100554,Singapur,2010,123313,370.7314358201064,15.753181933920159
100555,Malta,1990,69445,319.5215916425381,8.335548406519338
100556,Grecia,2005,43094,340.0311715449453,10.95887481850114
100557,Grecia,2012,86005,129.08737643203037,12.52924645533314
100558,Grecia,1992,47231,330.72893561840596,5.28900133183239
100559,Grecia,2001,41111,160.27240464239765,14.216878540339705
100560,Liberia,2018,51459,365.26222803807394,5.776317245974262
100561,Liberia,1998,116432,219.5543716873451,7.353789050324839
100562,Grecia,2016,99345,306.14772909572855,14.531231454107116
100563,Malta,2009,149003,331.8245647073015,15.803901244857384
100564,Panamá,2021,17416,253.19706256609638,14.242423043720294
100565,Grecia,2021,142038,226.5680186807898,16.910942893800637
100566,Liberia,2022,69065,225.93625169527004,17.831592400280915
100567,Liberia,2004,94031,360.80545288362003,15.557643240814269
100568,Panamá,1997,143045,392.8738026236624,13.027050091125515
100569,Panamá,1993,137598,311.30556952001905,5.699994984452715
100570,Malta,2021,9401,239.44937643122879,16.701696272844895
100571,Liberia,2008,144964,170.6252739186888,8.736343532563982
100572,Panamá,2015,120414,251.97129388547853,10.082213105251789
100573,Liberia,1997,148656,140.14285782184405,11.769898319625824
100574,Malta,2009,98712,365.7699736705703,16.487667887567635
100575,Liberia,2019,119494,349.92358622254847,15.445262194577264
100576,Singapur,2001,122326,333.02930651720754,11.545435083540912
100577,Panamá,2023,32527,136.2752387923302,16.42272437980258
100578,Panamá,2019,129575,256.7223219042952,16.077130627878745
100579,Malta,2013,11772,235.45662530294368,9.480409102747032
100580,Malta,2011,138295,168.84174636314987,8.659751587165596
100581,Malta,2003,62292,298.72482312985795,10.11227217778236
100582,Panamá,2012,8820,372.7819903098311,14.97527956443724
100583,Panamá,1991,12758,271.95481067958775,13.160017406750196
100584,Singapur,2003,113717,374.9882027893141,6.5587005242806375
100585,Panamá,2021,87619,353.2692924816775,9.149270177369232
100586,Liberia,2007,63448,224.9168468150034,16.39995230400623
100587,Panamá,2014,77106,115.33564343714454,17.118302711202677
100588,Panamá,2014,127704,236.26787648444017,6.756742408621461
100589,Malta,1991,40372,237.2594010286591,17.6671294992863
100590,Panamá,1993,134471,213.3930234923902,13.153217710264595
100591,Singapur,1997,8768,166.6532327037826,15.39246244369042
100592,Liberia,1990,145941,247.7029082607773,15.76209374042595
100593,Singapur,1998,88179,327.4627800204978,6.889072005059698
100594,Grecia,2016,117040,253.47775108767257,13.068856191288786
100595,Liberia,2017,47574,200.48279364180962,6.799876414117628
100596,Grecia,1990,20476,139.2946830949434,10.686058982977533
100597,Panamá,1995,21446,301.83748375792027,9.633249332156527
100598,Malta,2004,115621,359.77584180861373,16.004088206054085
100599,Singapur,1999,77633,251.5575527774676,6.928769250947484
100600,Liberia,2013,71974,139.65194542261574,16.067936395049774
100601,Liberia,1990,84604,168.78650835226753,9.630214760811686
100602,Malta,2016,144260,312.8757577078815,5.791923135854574
100603,Singapur,2009,120874,140.76873655508652,13.63689265604454
100604,Malta,2019,22615,252.7678198515939,17.940754191330285
100605,Grecia,1999,109343,109.19769227893335,16.557865027684617
100606,Panamá,2012,86004,189.4482339093033,17.013669340755577
100607,Grecia,2013,103207,153.5240470064417,9.703397688680578
100608,Malta,2009,137297,230.27049083489104,7.660075741025777
100609,Liberia,2023,144081,297.19797854840186,16.251952346707977
100610,Singapur,2007,30860,212.43896750209782,5.406275271472979
100611,Liberia,1990,148197,300.6193479800001,17.32531400533159
100612,Malta,2008,20587,242.58445240668482,9.842491518497482
100613,Malta,2006,73887,329.2790219274381,14.091721005446512
100614,Liberia,1990,68503,140.9215148415182,9.987079036357372
100615,Liberia,2022,68156,292.0057018306663,13.09153012250883
100616,Liberia,2022,58121,362.3921306905933,9.336430760634027
100617,Singapur,2019,36406,371.6959017704254,9.121936205662076
100618,Panamá,2003,77128,370.7960561793762,9.66891974021132
100619,Panamá,2008,38950,374.5927269018856,15.252948289784984
100620,Malta,1996,32746,365.9631917339175,7.665756442216104
100621,Singapur,2010,116428,333.03225956524005,10.685222056615759
100622,Liberia,2007,91136,159.30303762036385,8.951019601105179
100623,Panamá,2001,144041,250.57618644279654,6.076184234888377
100624,Singapur,2001,107186,181.5927244866488,14.451765084077715
100625,Liberia,1997,29504,202.84351325020856,16.47148962336008
100626,Singapur,2005,23033,367.2736311808714,8.193044572319343
100627,Singapur,2016,112561,386.2315715667054,9.873073868198032
100628,Grecia,2008,123633,132.67116223069954,16.499207790973824
100629,Singapur,2004,135999,243.99470164539943,16.517278392461336
100630,Grecia,2022,109812,198.2274295770122,14.303259154844994
100631,Malta,2021,93597,197.25227385660776,11.10630166732564
100632,Singapur,2016,40824,273.45614432784737,7.0113262508814636
100633,Panamá,2004,117626,241.64089151771563,12.753097614416404
100634,Singapur,2014,149839,399.3096749110106,9.994292354314593
100635,Panamá,2023,18496,311.8104472660954,9.152274802957004
100636,Liberia,2021,23182,392.94317243716125,15.768929475508328
100637,Panamá,1997,17419,134.1160528521064,10.412959524470658
100638,Malta,1999,99520,271.8477296933967,11.615819759119768
100639,Singapur,2004,118921,391.8834906282479,10.410008191439918
100640,Grecia,2015,109492,199.34210075502162,14.147967414188887
100641,Singapur,2014,66090,256.3885218753792,7.796435184968263
100642,Grecia,2020,36236,322.69148899619006,13.56145709161763
100643,Grecia,2002,49763,332.80789062661313,11.725068751634828
100644,Singapur,1996,130258,358.4361756422486,14.92518355685168
100645,Panamá,2023,72016,323.33672528279453,11.78099072911029
100646,Liberia,2007,54955,393.80258532707165,9.763194258740201
100647,Panamá,1991,48093,322.7141242707439,6.49248089203846
100648,Panamá,2001,36417,117.49606991959793,11.695565089890708
100649,Malta,1990,11748,317.9733514439895,9.053695827692428
100650,Liberia,1993,111821,210.57876640964218,16.68669960130883
100651,Panamá,2017,84231,250.89295176136503,8.231765421342338
100652,Liberia,1996,61701,230.7380542733049,15.379673227763359
100653,Grecia,2013,90820,271.6924286733493,11.043163640532638
100654,Singapur,2019,131059,366.9945856025152,5.167766659370434
100655,Singapur,2011,64648,152.90072168720172,8.478646724874787
100656,Singapur,2011,22893,336.27524524146673,16.916947841285822
100657,Liberia,2017,86193,387.817907793221,9.015729050994235
100658,Panamá,2009,126667,304.2423750034103,12.63286987945839
100659,Liberia,1998,57103,321.74512557377915,12.546182607264614
100660,Singapur,2017,40092,215.22252162942576,13.576126781618948
100661,Panamá,1994,111804,252.86156993217773,17.35686940178195
100662,Malta,2011,53651,321.09929192582234,14.615382871229873
100663,Singapur,2012,90291,261.12563718103434,12.294112733951142
100664,Panamá,1999,64236,109.34749099553771,16.8699415168119
100665,Panamá,1996,52075,288.1889697785271,15.068430347480017
100666,Grecia,2023,37493,386.33486676578093,8.305216750546435
100667,Malta,2019,75734,312.76350697385936,8.065730250940167
100668,Malta,2008,141124,367.749628403316,16.048508688375897
100669,Grecia,2004,128961,163.42925137027197,6.60361110245934
100670,Panamá,2018,86004,254.058413443133,7.370286388428208
100671,Malta,1991,25578,230.12991557113304,14.11696825952016
100672,Malta,2014,111410,292.04633471166954,7.385844550514235
100673,Liberia,1997,55320,143.1771756024157,16.148017485419548
100674,Panamá,2008,146193,231.49004187015396,7.57599024740969
100675,Grecia,1994,50213,308.5507412687386,8.538033725100837
100676,Singapur,2020,30571,258.0103139617573,11.810727000190461
100677,Grecia,1996,24361,137.27432521705015,12.878423257095596
100678,Liberia,2017,138370,261.4185101597281,12.2506580398999
100679,Liberia,2001,31747,320.5824926956784,11.086824280173246
100680,Singapur,2022,74193,299.26252855160175,5.937914147601948
100681,Panamá,1991,118151,336.1010057257806,12.65041577944615
100682,Malta,2004,128238,204.0695313595242,14.846202238784887
100683,Grecia,2002,92463,334.3025413699601,11.082068737859483
100684,Grecia,1994,47246,279.74317927999766,8.727490885019153
100685,Singapur,2000,129792,321.72410605164487,6.76685253990443
100686,Panamá,1993,11042,236.77095888770455,9.25491584687708
100687,Panamá,2022,71871,158.23208668720713,16.985669041070892
100688,Malta,2006,131828,397.241920750482,9.792561768059464
100689,Grecia,1990,105728,343.2084252011087,14.558038057858047
100690,Grecia,2020,48854,328.7320625523238,8.85144459565315
100691,Singapur,2002,138961,375.83405081776624,6.581593349627649
100692,Grecia,2017,31055,392.35434121833885,16.40721051014429
100693,Panamá,2023,40852,211.7360880188681,7.716992616977154
100694,Panamá,2017,88426,126.00634269165869,6.048680413979324
100695,Malta,1998,72774,309.16510784671016,9.989651284376139
100696,Singapur,1999,42175,358.9615134606882,16.076677236411015
100697,Grecia,1998,35961,307.4976346262717,6.248551526767507
100698,Malta,1998,76376,266.6295033255676,7.095711643491133
100699,Panamá,2010,25443,263.7926067425463,14.324018174320175
100700,Panamá,2020,11757,141.86981472685173,9.518528237973394
100701,Malta,2007,75872,163.92712889379877,12.367120267648481
100702,Liberia,2023,23098,150.49079142965246,9.830655755897148
100703,Liberia,2002,134357,222.3463593253955,17.67249619912065
100704,Singapur,2015,83110,258.6109091390299,16.190400381154227
100705,Panamá,2014,110279,250.42417854827212,15.042056308357541
100706,Malta,1997,66585,185.21857926837004,13.695901658503344
100707,Liberia,2004,142041,158.02097440572004,11.53599195342091
100708,Singapur,2018,54930,279.4994410727365,10.281849364783648
100709,Panamá,2009,106618,198.3331877242037,5.077894001653627
100710,Malta,2021,81485,128.05890000765498,13.872987808757363
100711,Singapur,2016,69068,278.99899902236933,12.332801547595455
100712,Grecia,2002,44546,337.029513318182,6.273680776224234
100713,Grecia,1994,132942,116.89309455469217,14.029980452896686
100714,Singapur,2020,138760,200.12840495455362,11.879769835820074
